DATAFLOW,LAST UPDATE,freq,unit,tra_meas,tra_cov,schedule,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,NO,2022-07,2248976,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,NO,2022-08,2491845,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,NO,2022-09,2339132,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,NO,2022-10,2410681,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-01,1602601,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-02,1653244,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-03,653264,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-04,10698,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-05,5656,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-06,56506,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-07,657118,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-08,950843,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-09,722454,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-10,453005,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-11,189548,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2020-12,291635,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-01,166548,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-02,144063,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-03,201339,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-04,227084,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-05,376125,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-06,789333,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-07,1466642,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-08,1628072,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-09,1459034,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-10,1332581,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-11,1046336,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2021-12,1103182,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2022-01,772444,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2022-02,900125,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2022-03,1046832,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2022-04,1363618,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2022-05,1773457,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PL,2022-06,2113857,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-01,1790460,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-02,1900783,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-03,944887,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-04,15179,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-05,42904,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-06,177976,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-07,734696,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-08,1074582,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-09,865604,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-10,683471,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-11,327257,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2020-12,537561,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-01,330776,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-02,125035,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-03,221929,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-04,378057,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-05,677497,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-06,999746,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-07,1522473,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-08,1888673,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-09,1786982,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-10,1988463,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-11,1503316,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2021-12,1416100,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-01,999428,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-02,1349721,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-03,1853821,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-04,2531660,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-05,2716455,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-06,2894101,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-07,3248981,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-08,3099952,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,PT,2022-09,2929632,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-01,756830,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-02,735397,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-03,353340,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-04,15588,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-05,16398,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-06,68368,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-07,325801,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-08,342583,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-09,309773,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-10,212997,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-11,125745,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2020-12,206333,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-01,145402,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-02,121123,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-03,152275,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-04,228131,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-05,302099,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-06,492505,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-07,841319,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-08,858502,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-09,717626,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-10,569082,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-11,414498,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2021-12,536236,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2022-01,394038,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2022-02,412205,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2022-03,590271,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2022-04,905638,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2022-05,928363,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RO,2022-06,1020675,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-01,207415,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-02,199142,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-03,89010,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-04,4315,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-05,7423,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-06,49599,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-07,65077,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-08,81948,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-09,107536,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-10,104857,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-11,1616,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2020-12,56778,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-01,46991,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-02,44874,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-03,50656,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-04,68757,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-05,101609,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-06,163687,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-07,296071,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-08,294465,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-09,207065,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-10,168649,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-11,130954,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2021-12,159598,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2022-01,114177,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2022-02,114811,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2022-03,160909,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2022-04,215093,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2022-05,257563,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,RS,2022-06,290972,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-01,1543498,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-02,1444752,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-03,797198,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-04,38993,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-05,46702,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-06,96860,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-07,242745,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-08,383388,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-09,355812,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-10,408977,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-11,226455,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2020-12,205197,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-01,209436,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-02,147281,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-03,183741,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-04,208816,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-05,247819,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-06,384415,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-07,746921,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-08,904794,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-09,778220,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-10,909524,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-11,945131,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2021-12,784673,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2022-01,647256,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2022-02,604933,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2022-03,942128,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2022-04,1190021,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2022-05,1401044,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2022-06,1431855,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2022-07,1473808,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SE,2022-08,1593334,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-01,36880,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-02,39683,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-03,17906,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-04,160,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-05,49,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-06,2707,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-07,10613,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-08,13760,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-09,11011,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-10,5531,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-11,2221,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2020-12,2943,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-01,2536,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-02,3011,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-03,4439,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-04,3810,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-05,8248,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-06,13368,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-07,33377,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-08,37766,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-09,32189,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-10,27896,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-11,22241,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2021-12,24018,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2022-01,17654,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2022-02,18889,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2022-03,25902,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2022-04,34115,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2022-05,44943,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2022-06,50266,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2022-07,62545,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SI,2022-08,61697,
ESTAT:AVIA_PAOC(1.0),05/12/22 23:00:00,M,PAS,PAS_BRD_ARR,TOTAL,TOT,SK,2020-01,71736,
